date,1. open,2. high,3. low,4. close,5. volume,time_frame,5. adjusted close,6. volume,7. dividend amount,8. split coefficient
2023-03-29 13:00:00,66.75,67.11,66.4,66.4447,1676675.0,Intraday,,,,
2023-03-29 14:00:00,66.46,66.7,66.061,66.58,1573566.0,Intraday,,,,
2023-03-29 15:00:00,66.5877,67.0892,66.42,66.87,1427173.0,Intraday,,,,
2023-03-29 16:00:00,66.87,67.03,66.235,66.49,3455004.0,Intraday,,,,
2023-03-29 17:00:00,66.48,66.49,66.28,66.46,131994.0,Intraday,,,,
2023-03-29 18:00:00,66.39,66.4,66.3,66.31,4932.0,Intraday,,,,
2023-03-29 19:00:00,66.38,66.44,66.26,66.27,9214.0,Intraday,,,,
2023-03-29 20:00:00,66.44,66.44,66.1,66.1,9580.0,Intraday,,,,
2023-03-30 06:00:00,66.68,66.85,66.68,66.85,1818.0,Intraday,,,,
2023-03-30 08:00:00,66.89,67.17,66.85,67.1,24587.0,Intraday,,,,
2023-03-30 09:00:00,67.0015,67.31,66.5,67.17,87097.0,Intraday,,,,
2023-03-30 10:00:00,67.21,70.53,67.21,69.73,5674686.0,Intraday,,,,
2023-03-30 11:00:00,69.74,69.8,68.06,68.35,4633470.0,Intraday,,,,
2023-03-30 12:00:00,68.369,68.66,67.83,68.28,2001958.0,Intraday,,,,
2023-03-30 13:00:00,68.28,68.54,68.01,68.3399,1666797.0,Intraday,,,,
2023-03-30 14:00:00,68.33,68.44,67.79,68.0199,1311094.0,Intraday,,,,
2023-03-30 15:00:00,68.0199,68.43,67.94,68.356,1624813.0,Intraday,,,,
2023-03-30 16:00:00,68.36,68.65,68.18,68.48,3463322.0,Intraday,,,,
2023-03-30 17:00:00,68.49,68.7983,68.37,68.55,125311.0,Intraday,,,,
2023-03-30 18:00:00,68.47,68.55,68.46,68.49,53887.0,Intraday,,,,
2023-03-30 19:00:00,68.49,68.58,68.41,68.42,8642.0,Intraday,,,,
2023-03-30 20:00:00,68.45,68.88,68.43,68.59,27878.0,Intraday,,,,
2023-03-31 05:00:00,68.78,68.78,68.78,68.78,730.0,Intraday,,,,
2023-03-31 06:00:00,68.6,68.63,68.6,68.6,2132.0,Intraday,,,,
2023-03-31 07:00:00,68.58,68.85,68.58,68.85,777.0,Intraday,,,,
2023-03-31 08:00:00,68.68,68.85,68.64,68.69,6971.0,Intraday,,,,
2023-03-31 09:00:00,68.6022,68.9,68.5,68.75,61110.0,Intraday,,,,
2023-03-31 10:00:00,68.73,70.31,68.3,69.59,2747324.0,Intraday,,,,
2023-03-31 11:00:00,69.6,70.03,68.77,69.89,3278015.0,Intraday,,,,
2023-03-31 12:00:00,69.89,70.29,69.82,70.05,1787862.0,Intraday,,,,
2023-03-31 13:00:00,70.06,70.32,69.76,69.8,1527161.0,Intraday,,,,
2023-03-31 14:00:00,69.8099,69.81,68.8,69.1199,1815929.0,Intraday,,,,
2023-03-31 15:00:00,69.11,69.34,68.6349,68.75,1744332.0,Intraday,,,,
2023-03-31 16:00:00,68.759,68.95,68.05,68.619,3914154.0,Intraday,,,,
2023-03-31 17:00:00,68.55,68.65,68.31,68.5499,217018.0,Intraday,,,,
2023-03-31 18:00:00,68.55,68.55,68.3726,68.49,12072.0,Intraday,,,,
2023-03-31 19:00:00,68.45,68.48,67.66,67.66,54133.0,Intraday,,,,
2023-03-31 20:00:00,67.86,68.05,67.7,67.96,44584.0,Intraday,,,,
2023-04-03 05:00:00,67.66,68.12,67.44,67.5,7567.0,Intraday,,,,
2023-04-03 06:00:00,67.48,67.48,67.42,67.44,1273.0,Intraday,,,,
2023-04-03 07:00:00,67.4,67.75,67.4,67.66,1350.0,Intraday,,,,
2023-04-03 08:00:00,67.62,67.7,67.4,67.65,21004.0,Intraday,,,,
2023-04-03 09:00:00,67.76,67.84,67.2,67.5,79432.0,Intraday,,,,
2023-04-03 10:00:00,67.64,68.3899,66.39,66.57,2984543.0,Intraday,,,,
2023-04-03 11:00:00,66.58,67.3101,65.95,66.0299,3393740.0,Intraday,,,,
2023-04-03 12:00:00,66.0365,67.63,65.805,67.17,2231122.0,Intraday,,,,
2023-04-03 13:00:00,67.17,67.58,66.89,66.95,1647603.0,Intraday,,,,
2023-04-03 14:00:00,66.94,67.2,66.28,66.609,1428714.0,Intraday,,,,
2023-04-03 15:00:00,66.61,67.55,66.5,67.37,1539072.0,Intraday,,,,
2023-04-03 16:00:00,67.37,67.87,67.2,67.83,3075101.0,Intraday,,,,
2023-04-03 17:00:00,67.82,67.83,67.1349,67.57,82860.0,Intraday,,,,
2023-04-03 18:00:00,67.73,67.83,67.51,67.52,21407.0,Intraday,,,,
2023-04-03 19:00:00,67.64,67.64,67.4,67.64,3255.0,Intraday,,,,
2023-04-03 20:00:00,67.6,67.61,67.42,67.59,5874.0,Intraday,,,,
2023-04-04 05:00:00,67.95,68.04,67.95,68.04,3132.0,Intraday,,,,
2023-04-04 06:00:00,68.04,68.5,68.04,68.5,7489.0,Intraday,,,,
2023-04-04 07:00:00,68.47,68.5,68.42,68.45,3842.0,Intraday,,,,
2023-04-04 08:00:00,68.45,68.58,68.0,68.38,25945.0,Intraday,,,,
2023-04-04 09:00:00,67.9305,68.55,67.9305,68.22,89845.0,Intraday,,,,
2023-04-04 10:00:00,68.2199,69.38,68.01,69.3,1875306.0,Intraday,,,,
2023-04-04 11:00:00,69.32,69.69,68.05,68.14,3055913.0,Intraday,,,,
2023-04-04 12:00:00,68.13,68.83,67.67,68.53,2256712.0,Intraday,,,,
2023-04-04 13:00:00,68.53,69.12,68.23,68.89,1666452.0,Intraday,,,,
2023-04-04 14:00:00,68.9,69.74,68.63,69.025,2040142.0,Intraday,,,,
2023-04-04 15:00:00,69.0175,69.24,68.52,68.64,1456624.0,Intraday,,,,
2023-04-04 16:00:00,68.63,68.87,68.4,68.87,2056512.0,Intraday,,,,
2023-04-04 17:00:00,68.84,69.0,68.7629,68.95,56885.0,Intraday,,,,
2023-04-04 18:00:00,68.87,69.0,68.76,68.8,3280.0,Intraday,,,,
2023-04-04 19:00:00,68.89,69.0,68.8,68.91,6573.0,Intraday,,,,
2023-04-04 20:00:00,68.94,69.11,68.93,69.0,7382.0,Intraday,,,,
2023-04-05 05:00:00,68.55,68.55,68.43,68.48,778.0,Intraday,,,,
2023-04-05 08:00:00,68.84,68.84,68.77,68.78,3967.0,Intraday,,,,
2023-04-05 09:00:00,68.5111,68.87,68.3,68.43,24221.0,Intraday,,,,
2023-04-05 10:00:00,68.44,68.5851,67.14,67.745,1473093.0,Intraday,,,,
2023-04-05 11:00:00,67.77,68.19,66.62,66.66,2348873.0,Intraday,,,,
2023-04-05 12:00:00,66.68,67.61,66.63,67.56,1467997.0,Intraday,,,,
2023-04-05 13:00:00,67.57,67.8699,67.01,67.81,1119796.0,Intraday,,,,
2023-04-05 14:00:00,67.8001,68.1862,67.66,68.04,1217839.0,Intraday,,,,
2023-04-05 15:00:00,68.04,68.11,67.5,67.55,1374286.0,Intraday,,,,
2023-04-05 16:00:00,67.54,67.85,67.26,67.67,1742349.0,Intraday,,,,
2023-04-05 17:00:00,67.66,67.7,67.52,67.55,59663.0,Intraday,,,,
2023-04-05 18:00:00,67.65,67.67,67.4812,67.58,16524.0,Intraday,,,,
2023-04-05 19:00:00,67.58,67.6334,67.51,67.6,4497.0,Intraday,,,,
2023-04-05 20:00:00,67.6,67.6,67.44,67.55,6681.0,Intraday,,,,
2023-04-06 05:00:00,67.78,67.78,67.25,67.3,943.0,Intraday,,,,
2023-04-06 06:00:00,67.27,67.27,67.25,67.25,1442.0,Intraday,,,,
2023-04-06 07:00:00,67.02,67.02,67.01,67.01,403.0,Intraday,,,,
2023-04-06 08:00:00,67.3,67.4,67.24,67.4,2729.0,Intraday,,,,
2023-04-06 09:00:00,67.0409,67.48,66.82,66.88,26351.0,Intraday,,,,
2023-04-06 10:00:00,66.88,67.47,66.16,66.63,1670013.0,Intraday,,,,
2023-04-06 11:00:00,66.61,67.8,66.61,67.23,2349513.0,Intraday,,,,
2023-04-06 12:00:00,67.23,68.33,67.18,68.22,1944165.0,Intraday,,,,
2023-04-06 13:00:00,68.2599,69.03,68.22,68.3,1638117.0,Intraday,,,,
2023-04-06 14:00:00,68.3009,68.57,68.185,68.22,831430.0,Intraday,,,,
2023-04-06 15:00:00,68.22,68.4874,68.06,68.14,853294.0,Intraday,,,,
2023-04-06 16:00:00,68.16,68.285,67.9,68.11,1746871.0,Intraday,,,,
2023-04-06 17:00:00,68.1,68.24,68.02,68.02,25775.0,Intraday,,,,
2023-04-06 18:00:00,68.04,68.04,68.03,68.03,919.0,Intraday,,,,
2023-04-06 19:00:00,68.05,68.1,68.05,68.05,5345.0,Intraday,,,,
2023-04-06 20:00:00,68.02,68.1,67.97,68.1,7172.0,Intraday,,,,
2022-11-11 00:00:00,65.09,72.43,64.37,71.66,,Daily adjusted,71.66,21128130.0,0.0,1.0
2022-11-14 00:00:00,70.25,72.35,69.44,70.27,,Daily adjusted,70.27,11823312.0,0.0,1.0
