date,1. open,2. high,3. low,4. close,5. volume,time_frame,5. adjusted close,6. volume,7. dividend amount,8. split coefficient
2023-03-23 14:00:00,132.0844,132.1144,131.0561,131.0861,353485.0,Intraday,,,,
2023-03-23 15:00:00,131.116,131.3157,129.1613,129.7882,414446.0,Intraday,,,,
2023-03-23 16:00:00,129.8281,131.0661,129.1892,130.9163,896278.0,Intraday,,,,
2023-03-23 17:00:00,130.9163,130.9163,130.9163,130.9163,78176.0,Intraday,,,,
2023-03-24 10:00:00,129.9279,130.5469,128.0111,129.279,102685.0,Intraday,,,,
2023-03-24 11:00:00,129.2491,130.3273,129.1492,129.6085,171684.0,Intraday,,,,
2023-03-24 12:00:00,129.7378,130.2674,129.3689,130.1576,102645.0,Intraday,,,,
2023-03-24 13:00:00,130.1576,130.6218,129.5486,130.4271,155329.0,Intraday,,,,
2023-03-24 14:00:00,130.4671,130.8614,130.1476,130.6468,92203.0,Intraday,,,,
2023-03-24 15:00:00,130.7366,131.3906,130.6617,131.126,111681.0,Intraday,,,,
2023-03-24 16:00:00,131.146,131.7649,130.8664,131.745,441875.0,Intraday,,,,
2023-03-24 17:00:00,131.745,131.745,131.745,131.745,86651.0,Intraday,,,,
2023-03-27 10:00:00,133.3623,134.4006,132.6635,133.6519,138131.0,Intraday,,,,
2023-03-27 11:00:00,133.6019,133.7417,132.7933,132.8931,104419.0,Intraday,,,,
2023-03-27 12:00:00,132.8981,133.1926,132.5137,132.6735,75749.0,Intraday,,,,
2023-03-27 13:00:00,132.6735,133.1776,132.6036,133.1377,59292.0,Intraday,,,,
2023-03-27 14:00:00,133.1727,133.4722,132.933,133.2126,75155.0,Intraday,,,,
2023-03-27 15:00:00,133.2126,133.7517,132.933,133.6619,81032.0,Intraday,,,,
2023-03-27 16:00:00,133.6918,133.7301,132.6834,132.9031,321236.0,Intraday,,,,
2023-03-27 17:00:00,132.8532,132.8532,132.8532,132.8532,84543.0,Intraday,,,,
2023-03-28 10:00:00,132.324,133.0628,131.7957,132.4938,54918.0,Intraday,,,,
2023-03-28 11:00:00,132.4388,133.0928,132.1343,132.4039,111072.0,Intraday,,,,
2023-03-28 12:00:00,132.4239,133.0329,132.4239,132.7633,78275.0,Intraday,,,,
2023-03-28 13:00:00,132.8082,132.8831,132.5736,132.7533,65812.0,Intraday,,,,
2023-03-28 14:00:00,132.7533,132.8033,132.3141,132.3789,67452.0,Intraday,,,,
2023-03-28 15:00:00,132.354,132.4239,131.8448,132.2641,81047.0,Intraday,,,,
2023-03-28 16:00:00,132.2941,132.5836,131.9047,132.4239,286866.0,Intraday,,,,
2023-03-28 17:00:00,132.4139,132.4139,132.4139,132.4139,31351.0,Intraday,,,,
2023-03-29 10:00:00,133.7317,133.7916,132.983,133.1527,55428.0,Intraday,,,,
2023-03-29 11:00:00,133.2026,133.572,132.7583,132.7733,96419.0,Intraday,,,,
2023-03-29 12:00:00,132.8033,132.9929,132.414,132.9231,79449.0,Intraday,,,,
2023-03-29 13:00:00,132.973,133.0528,132.7533,132.8931,48877.0,Intraday,,,,
2023-03-29 14:00:00,132.8931,133.0628,132.7434,132.8701,62392.0,Intraday,,,,
2023-03-29 15:00:00,132.8881,133.6219,132.7934,133.557,89659.0,Intraday,,,,
2023-03-29 16:00:00,133.5321,134.0213,133.2675,133.6519,250824.0,Intraday,,,,
2023-03-29 17:00:00,133.6319,133.6319,133.6319,133.6319,34633.0,Intraday,,,,
2023-03-30 10:00:00,135.0496,135.2692,134.5005,135.1095,55650.0,Intraday,,,,
2023-03-30 11:00:00,135.1794,135.3191,134.2808,134.6552,144205.0,Intraday,,,,
2023-03-30 12:00:00,134.6602,134.7101,133.7467,133.9065,79785.0,Intraday,,,,
2023-03-30 13:00:00,133.8416,133.8715,133.1028,133.3128,260172.0,Intraday,,,,
2023-03-30 14:00:00,133.3224,133.5021,133.1527,133.4871,220982.0,Intraday,,,,
2023-03-30 15:00:00,133.4871,134.161,133.4722,133.9813,238531.0,Intraday,,,,
2023-03-30 16:00:00,133.9539,134.2709,133.7218,134.2709,273637.0,Intraday,,,,
2023-03-30 17:00:00,134.2709,134.2709,134.2709,134.2709,23114.0,Intraday,,,,
2023-03-31 10:00:00,135.1794,136.0779,134.6403,135.7984,106994.0,Intraday,,,,
2023-03-31 11:00:00,135.8683,137.5455,135.8083,137.5455,283894.0,Intraday,,,,
2023-03-31 12:00:00,137.4956,137.4956,136.4473,136.637,333339.0,Intraday,,,,
2023-03-31 13:00:00,136.6869,137.1362,136.3624,136.7268,218275.0,Intraday,,,,
2023-03-31 14:00:00,136.7668,137.875,136.5671,137.5705,207628.0,Intraday,,,,
2023-03-31 15:00:00,137.6154,138.0647,137.5056,137.875,185905.0,Intraday,,,,
2023-03-31 16:00:00,137.885,138.5039,137.7552,138.1146,638271.0,Intraday,,,,
2023-03-31 17:00:00,138.1146,138.1146,138.1146,138.1146,137765.0,Intraday,,,,
2023-04-03 10:00:00,137.42,137.72,136.005,136.79,121769.0,Intraday,,,,
2023-04-03 11:00:00,136.73,137.77,136.59,136.67,260029.0,Intraday,,,,
2023-04-03 12:00:00,136.73,137.5,136.68,137.47,206781.0,Intraday,,,,
2023-04-03 13:00:00,137.46,137.93,137.35,137.445,167631.0,Intraday,,,,
2023-04-03 14:00:00,137.39,137.745,136.7231,136.86,128966.0,Intraday,,,,
2023-04-03 15:00:00,136.84,137.64,136.82,137.39,105132.0,Intraday,,,,
2023-04-03 16:00:00,137.37,138.09,137.145,137.84,350023.0,Intraday,,,,
2023-04-03 17:00:00,137.86,137.86,137.3101,137.3101,49829.0,Intraday,,,,
2023-04-04 10:00:00,138.25,139.0,138.16,138.8,77286.0,Intraday,,,,
2023-04-04 11:00:00,138.65,139.09,137.91,138.06,161860.0,Intraday,,,,
2023-04-04 12:00:00,138.07,138.2,137.53,137.84,130575.0,Intraday,,,,
2023-04-04 13:00:00,137.86,138.67,137.82,138.49,181572.0,Intraday,,,,
2023-04-04 14:00:00,138.505,139.11,138.38,138.9,205275.0,Intraday,,,,
2023-04-04 15:00:00,138.93,139.08,138.38,138.52,192830.0,Intraday,,,,
2023-04-04 16:00:00,138.51,138.74,137.75,138.23,481355.0,Intraday,,,,
2023-04-04 17:00:00,138.21,138.21,138.21,138.21,115154.0,Intraday,,,,
2023-04-05 10:00:00,137.74,138.5,136.674,138.01,156301.0,Intraday,,,,
2023-04-05 11:00:00,138.06,139.16,137.775,138.45,204012.0,Intraday,,,,
2023-04-05 12:00:00,138.43,139.27,138.345,138.735,158824.0,Intraday,,,,
2023-04-05 13:00:00,138.72,138.89,138.34,138.49,113913.0,Intraday,,,,
2023-04-05 14:00:00,138.5,138.92,138.321,138.88,115960.0,Intraday,,,,
2023-04-05 15:00:00,138.88,139.12,138.76,138.91,127700.0,Intraday,,,,
2023-04-05 16:00:00,138.9,138.9,138.06,138.08,392054.0,Intraday,,,,
