date,1. open,2. high,3. low,4. close,5. volume,time_frame,5. adjusted close,6. volume,7. dividend amount,8. split coefficient
2023-04-03 04:01:00,164.47,164.47,163.9,164.0,3056.0,Intraday,,,,
2023-04-03 04:02:00,164.0,164.0,164.0,164.0,1258.0,Intraday,,,,
2023-04-03 04:03:00,164.09,164.09,164.09,164.09,585.0,Intraday,,,,
2023-04-03 04:04:00,164.02,164.03,164.0,164.0,698.0,Intraday,,,,
2023-04-03 04:05:00,164.0,164.0,164.0,164.0,1888.0,Intraday,,,,
2023-04-03 04:08:00,163.93,163.93,163.9,163.9,746.0,Intraday,,,,
2023-04-03 04:10:00,163.85,163.85,163.85,163.85,403.0,Intraday,,,,
2023-04-03 04:11:00,163.87,163.87,163.87,163.87,325.0,Intraday,,,,
2023-04-03 04:13:00,163.81,163.81,163.81,163.81,1232.0,Intraday,,,,
2023-04-03 04:14:00,163.9,163.9,163.83,163.83,666.0,Intraday,,,,
2023-04-03 04:15:00,163.81,163.81,163.81,163.81,606.0,Intraday,,,,
2023-04-03 04:20:00,163.87,163.9,163.85,163.9,2954.0,Intraday,,,,
2023-04-03 04:21:00,163.82,163.82,163.82,163.82,697.0,Intraday,,,,
2023-04-03 04:23:00,163.94,163.95,163.94,163.95,3568.0,Intraday,,,,
2023-04-03 04:24:00,163.95,164.0,163.95,164.0,2324.0,Intraday,,,,
2023-04-03 04:25:00,164.02,164.03,164.02,164.03,1553.0,Intraday,,,,
2023-04-03 04:26:00,164.0,164.0,164.0,164.0,1863.0,Intraday,,,,
2023-04-03 04:27:00,164.0,164.0,163.91,163.91,5589.0,Intraday,,,,
2023-04-03 04:29:00,163.91,163.91,163.9,163.9,1233.0,Intraday,,,,
2023-04-03 04:30:00,163.86,163.86,163.81,163.81,2066.0,Intraday,,,,
2023-04-03 04:31:00,163.85,163.85,163.84,163.85,2281.0,Intraday,,,,
2023-04-03 04:32:00,163.82,163.82,163.81,163.82,1421.0,Intraday,,,,
2023-04-03 04:34:00,163.86,163.86,163.86,163.86,401.0,Intraday,,,,
2023-04-03 04:35:00,163.81,163.81,163.81,163.81,339.0,Intraday,,,,
2023-04-03 04:36:00,163.84,163.89,163.84,163.89,1841.0,Intraday,,,,
2023-04-03 04:37:00,163.8,163.8,163.8,163.8,415.0,Intraday,,,,
2023-04-03 04:38:00,163.82,163.82,163.82,163.82,621.0,Intraday,,,,
2023-04-03 04:40:00,163.85,163.85,163.85,163.85,298.0,Intraday,,,,
2023-04-03 04:41:00,163.85,163.85,163.76,163.76,1968.0,Intraday,,,,
2023-04-03 04:42:00,163.75,163.75,163.73,163.73,491.0,Intraday,,,,
2023-04-03 04:49:00,163.78,163.78,163.78,163.78,300.0,Intraday,,,,
2023-04-03 04:50:00,163.73,163.78,163.73,163.78,560.0,Intraday,,,,
2023-04-03 04:52:00,163.82,163.82,163.82,163.82,380.0,Intraday,,,,
2023-04-03 04:55:00,163.75,163.75,163.75,163.75,362.0,Intraday,,,,
2023-04-03 05:02:00,163.79,163.87,163.79,163.87,1000.0,Intraday,,,,
